Nombre,RUT,Curso,Sección,Asignatura,Profesor,Fecha,Tipo,Nota
Patricia Sepulveda,10000897-1,2do Medio,B,Química,Juan Lopez,15-04-2025,tarea,99
Patricia Benitez,10000898-K,2do Medio,B,Química,Juan Lopez,15-04-2025,tarea,41
Esteban Carmona,10000945-5,3ro Medio,B,Filosofía,Marcos Seguel,15-04-2025,tarea,60
Veronica Fernandez,10000952-8,3ro Medio,B,Filosofía,Marcos Seguel,15-04-2025,tarea,95
Veronica Diaz,10000957-9,3ro Medio,B,Filosofía,Marcos Seguel,15-04-2025,tarea,48
Veronica Rodriguez,10000960-9,3ro Medio,B,Filosofía,Marcos Seguel,15-04-2025,tarea,62
Veronica Arancibia,10000968-4,3ro Medio,B,Filosofía,Marcos Seguel,15-04-2025,tarea,78
Luis Rios,10000412-7,5to Básico,B,Matemáticas,Gustavo Farias,16-04-2025,evaluacion,99
Luis Munoz,10000416-K,5to Básico,B,Matemáticas,Gustavo Farias,16-04-2025,evaluacion,100
Luis Mendez,10000423-2,5to Básico,B,Matemáticas,Gustavo Farias,16-04-2025,evaluacion,84
Luis Carmona,10000445-3,5to Básico,B,Matemáticas,Gustavo Farias,16-04-2025,evaluacion,93
Luis Sepulveda,10000447-K,5to Básico,B,Matemáticas,Gustavo Farias,16-04-2025,evaluacion,49
Patricia Diaz,10000857-2,2do Medio,B,Filosofía,Melisa Segura,16-04-2025,evaluacion,95
Patricia Rojas,10000872-6,2do Medio,B,Filosofía,Melisa Segura,16-04-2025,evaluacion,48
Patricia Salinas,10000881-5,2do Medio,B,Filosofía,Melisa Segura,16-04-2025,evaluacion,61
Patricia Valenzuela,10000888-2,2do Medio,B,Filosofía,Melisa Segura,16-04-2025,evaluacion,63
Patricia Sepulveda,10000897-1,2do Medio,B,Filosofía,Melisa Segura,16-04-2025,evaluacion,93
Patricia Benitez,10000898-K,2do Medio,B,Filosofía,Melisa Segura,16-04-2025,evaluacion,44
Pedro Molina,10000090-3,2do Básico,A,Matemáticas,Lucía Fernández,17-04-2025,evaluacion,88
Lucia Perez,10000103-9,2do Básico,A,Matemáticas,Lucía Fernández,17-04-2025,evaluacion,45
Lucia Ramirez,10000106-3,2do Básico,A,Matemáticas,Lucía Fernández,17-04-2025,evaluacion,35
Lucia Mendez,10000123-3,2do Básico,A,Matemáticas,Lucía Fernández,17-04-2025,evaluacion,96
Sofia Rojas,10000272-8,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,evaluacion,100
Sofia Rojas,10000272-8,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,tarea,97
Sofia Ibarra,10000280-9,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,evaluacion,62
Sofia Ibarra,10000280-9,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,tarea,70
Sofia Aguirre,10000291-4,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,evaluacion,91
Sofia Aguirre,10000291-4,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,tarea,100
Sofia Leiva,10000292-2,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,evaluacion,35
Sofia Leiva,10000292-2,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,tarea,48
Sofia Sepulveda,10000297-3,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,evaluacion,79
Sofia Sepulveda,10000297-3,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,tarea,62
Javier Perez,10000303-1,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,evaluacion,79
Javier Perez,10000303-1,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,tarea,65
Javier Martinez,10000305-8,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,evaluacion,43
Javier Martinez,10000305-8,4to Básico,A,Ciencias Naturales,Mariana López,17-04-2025,tarea,58
Carla Ramirez,10000456-9,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-04-2025,prueba,60
Carla Herrera,10000463-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-04-2025,prueba,95
Carla Fuentes,10000467-4,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-04-2025,prueba,65
Carla Alvarez,10000469-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-04-2025,prueba,68
Carla Palma,10000471-2,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-04-2025,prueba,66
Carla Rojas,10000472-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-04-2025,prueba,92
Carla Soto,10000476-3,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-04-2025,prueba,42
Carla Vargas,10000486-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-04-2025,prueba,90
Carla Aguirre,10000491-7,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-04-2025,prueba,72
Carla Serrano,10000494-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,17-04-2025,prueba,99
Carla Ramirez,10000456-9,6to Básico,A,Matemáticas,Natalia Castro,17-04-2025,evaluacion,60
Carla Herrera,10000463-1,6to Básico,A,Matemáticas,Natalia Castro,17-04-2025,evaluacion,75
Carla Fuentes,10000467-4,6to Básico,A,Matemáticas,Natalia Castro,17-04-2025,evaluacion,52
Carla Alvarez,10000469-0,6to Básico,A,Matemáticas,Natalia Castro,17-04-2025,evaluacion,97
Carla Palma,10000471-2,6to Básico,A,Matemáticas,Natalia Castro,17-04-2025,evaluacion,45
Carla Rojas,10000472-0,6to Básico,A,Matemáticas,Natalia Castro,17-04-2025,evaluacion,38
Carla Soto,10000476-3,6to Básico,A,Matemáticas,Natalia Castro,17-04-2025,evaluacion,51
Carla Vargas,10000486-0,6to Básico,A,Matemáticas,Natalia Castro,17-04-2025,evaluacion,44
Carla Aguirre,10000491-7,6to Básico,A,Matemáticas,Natalia Castro,17-04-2025,evaluacion,64
Carla Serrano,10000494-1,6to Básico,A,Matemáticas,Natalia Castro,17-04-2025,evaluacion,38
Jose Mendez,10000723-1,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,17-04-2025,prueba,58
Jose Ortiz,10000727-4,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,17-04-2025,prueba,55
Jose Salinas,10000731-2,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,17-04-2025,prueba,69
Jose Molina,10000740-1,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,17-04-2025,prueba,38
Sandra Herrera,10000763-0,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,17-04-2025,prueba,80
Jose Mendez,10000723-1,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,17-04-2025,prueba,73
Jose Ortiz,10000727-4,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,17-04-2025,prueba,87
Jose Salinas,10000731-2,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,17-04-2025,prueba,36
Jose Molina,10000740-1,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,17-04-2025,prueba,84
Sandra Herrera,10000763-0,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,17-04-2025,prueba,39
Sandra Sepulveda,10000797-5,1ro Medio,B,Matemáticas,Ricardo Donoso,17-04-2025,prueba,91
Sandra Campos,10000799-1,1ro Medio,B,Matemáticas,Ricardo Donoso,17-04-2025,prueba,45
Marcos Sanchez,10000808-4,1ro Medio,B,Matemáticas,Ricardo Donoso,17-04-2025,prueba,94
Esteban Carmona,10000945-5,3ro Medio,B,Física,Jose Perez,17-04-2025,prueba,93
Veronica Fernandez,10000952-8,3ro Medio,B,Física,Jose Perez,17-04-2025,prueba,61
Veronica Diaz,10000957-9,3ro Medio,B,Física,Jose Perez,17-04-2025,prueba,82
Veronica Rodriguez,10000960-9,3ro Medio,B,Física,Jose Perez,17-04-2025,prueba,92
Veronica Arancibia,10000968-4,3ro Medio,B,Física,Jose Perez,17-04-2025,prueba,84
Veronica Carmona,10000995-1,4to Medio,A,Matemáticas,Sandra Gomez,17-04-2025,prueba,100
Andres Castro,10001020-8,4to Medio,A,Matemáticas,Sandra Gomez,17-04-2025,prueba,98
Andres Soto,10001026-7,4to Medio,A,Matemáticas,Sandra Gomez,17-04-2025,prueba,94
Andres Ortiz,10001027-5,4to Medio,A,Matemáticas,Sandra Gomez,17-04-2025,prueba,59
Catalina Gomez,10001054-2,4to Medio,B,Química,Doris Castro,17-04-2025,tarea,32
Catalina Cortes,10001079-8,4to Medio,B,Química,Doris Castro,17-04-2025,tarea,52
Carlos Diaz,10000157-8,2do Básico,B,Ciencias Naturales,Carlos Pérez,18-04-2025,prueba,83
Carlos Diaz,10000157-8,2do Básico,B,"Historia, Geografía y Ciencias Sociales",Carlos Pérez,18-04-2025,evaluacion,91
Teresa Cruz,10000587-5,7mo Básico,B,Matemáticas,Felipe Mendez,18-04-2025,prueba,61
Teresa Valenzuela,10000588-3,7mo Básico,B,Matemáticas,Felipe Mendez,18-04-2025,prueba,100
Teresa Quinteros,10000596-4,7mo Básico,B,Matemáticas,Felipe Mendez,18-04-2025,prueba,97
Teresa Campos,10000599-9,7mo Básico,B,Matemáticas,Felipe Mendez,18-04-2025,prueba,34
Juan Martinez,10000605-7,7mo Básico,B,Matemáticas,Felipe Mendez,18-04-2025,prueba,83
Juan Morales,10000609-K,7mo Básico,B,Matemáticas,Felipe Mendez,18-04-2025,prueba,97
Juan Rodriguez,10000610-3,7mo Básico,B,Matemáticas,Felipe Mendez,18-04-2025,prueba,97
Juan Arancibia,10000618-9,7mo Básico,B,Matemáticas,Felipe Mendez,18-04-2025,prueba,87
Juan Castro,10000620-0,7mo Básico,B,Matemáticas,Felipe Mendez,18-04-2025,prueba,59
Juan Bravo,10000624-3,7mo Básico,B,Matemáticas,Felipe Mendez,18-04-2025,prueba,85
Jose Mendez,10000723-1,1ro Medio,A,Biología,Luis Díaz,18-04-2025,prueba,50
Jose Ortiz,10000727-4,1ro Medio,A,Biología,Luis Díaz,18-04-2025,prueba,98
Jose Salinas,10000731-2,1ro Medio,A,Biología,Luis Díaz,18-04-2025,prueba,98
Jose Molina,10000740-1,1ro Medio,A,Biología,Luis Díaz,18-04-2025,prueba,84
Sandra Herrera,10000763-0,1ro Medio,A,Biología,Luis Díaz,18-04-2025,prueba,99
Sandra Sepulveda,10000797-5,1ro Medio,B,Química,Carla Sánchez,18-04-2025,tarea,80
Sandra Campos,10000799-1,1ro Medio,B,Química,Carla Sánchez,18-04-2025,tarea,30
Marcos Sanchez,10000808-4,1ro Medio,B,Química,Carla Sánchez,18-04-2025,tarea,83
Marcos Herrera,10000813-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,18-04-2025,tarea,36
Marcos Navarro,10000814-9,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,18-04-2025,tarea,64
Marcos Cortes,10000829-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,18-04-2025,tarea,98
Marcos Nunez,10000832-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,18-04-2025,tarea,73
Marcos Cruz,10000837-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,18-04-2025,tarea,93
Marcos Tapia,10000843-2,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,18-04-2025,tarea,85
Marcos Serrano,10000844-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,18-04-2025,tarea,95
Patricia Lopez,10000850-5,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,18-04-2025,tarea,97
Patricia Gomez,10000854-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,18-04-2025,tarea,42
Veronica Carmona,10000995-1,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,18-04-2025,tarea,78
Veronica Carmona,10000995-1,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,18-04-2025,prueba,75
Andres Castro,10001020-8,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,18-04-2025,tarea,72
Andres Castro,10001020-8,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,18-04-2025,prueba,72
Andres Soto,10001026-7,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,18-04-2025,tarea,46
Andres Soto,10001026-7,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,18-04-2025,prueba,50
Andres Ortiz,10001027-5,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,18-04-2025,tarea,54
Andres Ortiz,10001027-5,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,18-04-2025,prueba,47
Ana Perez,10000003-2,1ro Básico,A,Ciencias Naturales,Pedro González,19-04-2025,prueba,78
Ana Silva,10000015-6,1ro Básico,A,Ciencias Naturales,Pedro González,19-04-2025,prueba,35
Ana Palma,10000021-0,1ro Básico,A,Ciencias Naturales,Pedro González,19-04-2025,prueba,75
Ana Cubillos,10000033-4,1ro Básico,A,Ciencias Naturales,Pedro González,19-04-2025,prueba,74
Ana Vargas,10000036-9,1ro Básico,A,Ciencias Naturales,Pedro González,19-04-2025,prueba,89
Javier Arancibia,10000318-K,4to Básico,B,Lenguaje y Comunicación,Javier Ramírez,19-04-2025,evaluacion,62
Javier Serrano,10000344-9,4to Básico,B,Lenguaje y Comunicación,Javier Ramírez,19-04-2025,evaluacion,55
Carla Ramirez,10000456-9,6to Básico,A,Ciencias Naturales,Roberto Palma,19-04-2025,evaluacion,66
Carla Herrera,10000463-1,6to Básico,A,Ciencias Naturales,Roberto Palma,19-04-2025,evaluacion,32
Carla Fuentes,10000467-4,6to Básico,A,Ciencias Naturales,Roberto Palma,19-04-2025,evaluacion,98
Carla Alvarez,10000469-0,6to Básico,A,Ciencias Naturales,Roberto Palma,19-04-2025,evaluacion,92
Carla Palma,10000471-2,6to Básico,A,Ciencias Naturales,Roberto Palma,19-04-2025,evaluacion,63
Carla Rojas,10000472-0,6to Básico,A,Ciencias Naturales,Roberto Palma,19-04-2025,evaluacion,85
Carla Soto,10000476-3,6to Básico,A,Ciencias Naturales,Roberto Palma,19-04-2025,evaluacion,43
Carla Vargas,10000486-0,6to Básico,A,Ciencias Naturales,Roberto Palma,19-04-2025,evaluacion,51
Carla Aguirre,10000491-7,6to Básico,A,Ciencias Naturales,Roberto Palma,19-04-2025,evaluacion,64
Carla Serrano,10000494-1,6to Básico,A,Ciencias Naturales,Roberto Palma,19-04-2025,evaluacion,90
Carla Ramirez,10000456-9,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,19-04-2025,prueba,68
Carla Herrera,10000463-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,19-04-2025,prueba,100
Carla Fuentes,10000467-4,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,19-04-2025,prueba,87
Carla Alvarez,10000469-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,19-04-2025,prueba,64
Carla Palma,10000471-2,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,19-04-2025,prueba,60
Carla Rojas,10000472-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,19-04-2025,prueba,91
Carla Soto,10000476-3,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,19-04-2025,prueba,51
Carla Vargas,10000486-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,19-04-2025,prueba,79
Carla Aguirre,10000491-7,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,19-04-2025,prueba,84
Carla Serrano,10000494-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,19-04-2025,prueba,96
Teresa Cruz,10000587-5,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,19-04-2025,prueba,60
Teresa Valenzuela,10000588-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,19-04-2025,prueba,41
Teresa Quinteros,10000596-4,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,19-04-2025,prueba,53
Teresa Campos,10000599-9,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,19-04-2025,prueba,70
Juan Martinez,10000605-7,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,19-04-2025,prueba,76
Juan Morales,10000609-K,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,19-04-2025,prueba,81
Juan Rodriguez,10000610-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,19-04-2025,prueba,91
Juan Arancibia,10000618-9,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,19-04-2025,prueba,92
Juan Castro,10000620-0,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,19-04-2025,prueba,39
Juan Bravo,10000624-3,7mo Básico,B,"Historia, Geografía y Ciencias Sociales",Felipe Mendez,19-04-2025,prueba,53
Jose Mendez,10000723-1,1ro Medio,A,Biología,Luis Díaz,19-04-2025,tarea,54
Jose Ortiz,10000727-4,1ro Medio,A,Biología,Luis Díaz,19-04-2025,tarea,100
Jose Salinas,10000731-2,1ro Medio,A,Biología,Luis Díaz,19-04-2025,tarea,100
Jose Molina,10000740-1,1ro Medio,A,Biología,Luis Díaz,19-04-2025,tarea,89
Sandra Herrera,10000763-0,1ro Medio,A,Biología,Luis Díaz,19-04-2025,tarea,100
Sandra Sepulveda,10000797-5,1ro Medio,B,Biología,Luis Díaz,19-04-2025,prueba,85
Sandra Campos,10000799-1,1ro Medio,B,Biología,Luis Díaz,19-04-2025,prueba,76
Marcos Sanchez,10000808-4,1ro Medio,B,Biología,Luis Díaz,19-04-2025,prueba,79
Sandra Sepulveda,10000797-5,1ro Medio,B,Filosofía,Pedro Segura,19-04-2025,tarea,83
Sandra Campos,10000799-1,1ro Medio,B,Filosofía,Pedro Segura,19-04-2025,tarea,94
Marcos Sanchez,10000808-4,1ro Medio,B,Filosofía,Pedro Segura,19-04-2025,tarea,87
Esteban Martinez,10000905-6,3ro Medio,A,Química,Daniela Segura,19-04-2025,prueba,97
Esteban Valenzuela,10000938-2,3ro Medio,A,Química,Daniela Segura,19-04-2025,prueba,64
Veronica Carmona,10000995-1,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,19-04-2025,prueba,98
Andres Castro,10001020-8,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,19-04-2025,prueba,98
Andres Soto,10001026-7,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,19-04-2025,prueba,83
Andres Ortiz,10001027-5,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,19-04-2025,prueba,33
Veronica Carmona,10000995-1,4to Medio,A,Educación Ciudadana,Felipe Castro,19-04-2025,evaluacion,62
Andres Castro,10001020-8,4to Medio,A,Educación Ciudadana,Felipe Castro,19-04-2025,evaluacion,84
Andres Soto,10001026-7,4to Medio,A,Educación Ciudadana,Felipe Castro,19-04-2025,evaluacion,85
Andres Ortiz,10001027-5,4to Medio,A,Educación Ciudadana,Felipe Castro,19-04-2025,evaluacion,89
Carlos Diaz,10000157-8,2do Básico,B,Lenguaje y Comunicación,Lucía Fernández,20-04-2025,tarea,43
Sofia Rojas,10000272-8,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,20-04-2025,tarea,94
Sofia Ibarra,10000280-9,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,20-04-2025,tarea,87
Sofia Aguirre,10000291-4,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,20-04-2025,tarea,97
Sofia Leiva,10000292-2,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,20-04-2025,tarea,91
Sofia Sepulveda,10000297-3,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,20-04-2025,tarea,92
Javier Perez,10000303-1,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,20-04-2025,tarea,32
Javier Martinez,10000305-8,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,20-04-2025,tarea,41
Javier Arancibia,10000318-K,4to Básico,B,Matemáticas,Javier Ramírez,20-04-2025,tarea,78
Javier Serrano,10000344-9,4to Básico,B,Matemáticas,Javier Ramírez,20-04-2025,tarea,73
Carla Ramirez,10000456-9,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,20-04-2025,tarea,68
Carla Herrera,10000463-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,20-04-2025,tarea,99
Carla Fuentes,10000467-4,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,20-04-2025,tarea,64
Carla Alvarez,10000469-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,20-04-2025,tarea,90
Carla Palma,10000471-2,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,20-04-2025,tarea,60
Carla Rojas,10000472-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,20-04-2025,tarea,95
Carla Soto,10000476-3,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,20-04-2025,tarea,41
Carla Vargas,10000486-0,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,20-04-2025,tarea,62
Carla Aguirre,10000491-7,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,20-04-2025,tarea,63
Carla Serrano,10000494-1,6to Básico,A,Lenguaje y Comunicación,Gustavo Farias,20-04-2025,tarea,94
Miguel Morales,10000509-3,6to Básico,B,Ciencias Naturales,Karla Torres,20-04-2025,prueba,61
Miguel Arancibia,10000518-2,6to Básico,B,Ciencias Naturales,Karla Torres,20-04-2025,prueba,89
Miguel Ibarra,10000530-1,6to Básico,B,Ciencias Naturales,Karla Torres,20-04-2025,prueba,61
Miguel Nunez,10000532-8,6to Básico,B,Ciencias Naturales,Karla Torres,20-04-2025,prueba,87
Miguel Cruz,10000537-9,6to Básico,B,Ciencias Naturales,Karla Torres,20-04-2025,prueba,37
Miguel Valenzuela,10000538-7,6to Básico,B,Ciencias Naturales,Karla Torres,20-04-2025,prueba,98
Raquel Vera,10000661-8,8vo Básico,A,Matemáticas,Gustavo Farias,20-04-2025,evaluacion,77
Raquel Vera,10000661-8,8vo Básico,A,Matemáticas,Gustavo Farias,20-04-2025,evaluacion,78
Jose Fernandez,10000702-9,8vo Básico,B,Ciencias Naturales,Sergio Vega,20-04-2025,prueba,57
Jose Rodriguez,10000710-K,8vo Básico,B,Ciencias Naturales,Sergio Vega,20-04-2025,prueba,33
Jose Silva,10000715-0,8vo Básico,B,Ciencias Naturales,Sergio Vega,20-04-2025,prueba,95
Jose Munoz,10000716-9,8vo Básico,B,Ciencias Naturales,Sergio Vega,20-04-2025,prueba,93
Sandra Sepulveda,10000797-5,1ro Medio,B,Física,Luis Díaz,20-04-2025,prueba,49
Sandra Campos,10000799-1,1ro Medio,B,Física,Luis Díaz,20-04-2025,prueba,77
Marcos Sanchez,10000808-4,1ro Medio,B,Física,Luis Díaz,20-04-2025,prueba,36
Marcos Herrera,10000813-0,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,20-04-2025,tarea,98
Marcos Navarro,10000814-9,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,20-04-2025,tarea,54
Marcos Cortes,10000829-7,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,20-04-2025,tarea,82
Marcos Nunez,10000832-7,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,20-04-2025,tarea,63
Marcos Cruz,10000837-8,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,20-04-2025,tarea,96
Marcos Tapia,10000843-2,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,20-04-2025,tarea,89
Marcos Serrano,10000844-0,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,20-04-2025,tarea,58
Patricia Lopez,10000850-5,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,20-04-2025,tarea,86
Patricia Gomez,10000854-8,2do Medio,A,Lenguaje y Comunicación,Raquel Morales,20-04-2025,tarea,57
Esteban Carmona,10000945-5,3ro Medio,B,"Historia, Geografía y Ciencias Sociales",Daniela Segura,20-04-2025,prueba,37
Veronica Fernandez,10000952-8,3ro Medio,B,"Historia, Geografía y Ciencias Sociales",Daniela Segura,20-04-2025,prueba,62
