nombre,rut,curso,seccion,asignatura,tipo,fecha,nota,tema
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,65,Mi familia
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,12,Mi comunidad
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,47,Ubicación espacial
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,71,Tradiciones
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,83,Símbolos patrios
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,92,Mi familia
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,12,Mi comunidad
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,36,Ubicación espacial
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,69,Tradiciones
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,92,Símbolos patrios
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,29,Mi familia
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,64,Mi comunidad
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,34,Ubicación espacial
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,64,Tradiciones
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,74,Símbolos patrios
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,99,Mi familia
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,66,Mi comunidad
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,65,Ubicación espacial
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,81,Tradiciones
Catalina González Jara,10000012-1,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,41,Símbolos patrios
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,89,Comprensión lectora
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,60,Escritura básica
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,84,Vocales y consonantes
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,53,Palabras frecuentes
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,30,Textos breves
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,19,Comprensión lectora
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,29,Escritura básica
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,98,Vocales y consonantes
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,3,Palabras frecuentes
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,78,Textos breves
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,16,Comprensión lectora
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,42,Escritura básica
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,70,Vocales y consonantes
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,8,Palabras frecuentes
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,56,Textos breves
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,33,Comprensión lectora
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,18,Escritura básica
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,94,Vocales y consonantes
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,52,Palabras frecuentes
Santiago González Campos,10000013-k,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,26,Textos breves
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,prueba,2025-03-05,2,Números 1-20
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,tarea,2025-03-07,16,Suma y resta básica
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,13,Figuras geométricas
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,prueba,2025-04-11,78,Secuencias numéricas
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,tarea,2025-05-13,47,Comparación de cantidades
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,2,Números 1-20
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,prueba,2025-05-17,93,Suma y resta básica
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,tarea,2025-06-19,63,Figuras geométricas
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,9,Secuencias numéricas
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,prueba,2025-06-23,72,Comparación de cantidades
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,prueba,2025-07-04,20,Números 1-20
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,tarea,2025-07-06,67,Suma y resta básica
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,35,Figuras geométricas
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,prueba,2025-08-10,98,Secuencias numéricas
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,tarea,2025-09-12,18,Comparación de cantidades
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,27,Números 1-20
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,prueba,2025-10-16,35,Suma y resta básica
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,tarea,2025-10-18,50,Figuras geométricas
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,35,Secuencias numéricas
Santiago González Campos,10000013-k,1ro Básico,A,Matemáticas,prueba,2025-11-22,98,Comparación de cantidades
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,48,Seres vivos
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,97,Plantas y partes
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,27,Cinco sentidos
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,6,Ciclo del agua
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,81,Hábitat de animales
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,36,Seres vivos
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,42,Plantas y partes
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,74,Cinco sentidos
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,88,Ciclo del agua
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,20,Hábitat de animales
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,43,Seres vivos
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,78,Plantas y partes
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,20,Cinco sentidos
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,19,Ciclo del agua
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,93,Hábitat de animales
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,95,Seres vivos
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,19,Plantas y partes
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,33,Cinco sentidos
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,92,Ciclo del agua
Santiago González Campos,10000013-k,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,47,Hábitat de animales
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,37,Mi familia
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,24,Mi comunidad
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,64,Ubicación espacial
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,71,Tradiciones
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,35,Símbolos patrios
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,65,Mi familia
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,18,Mi comunidad
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,55,Ubicación espacial
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,65,Tradiciones
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,24,Símbolos patrios
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,63,Mi familia
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,40,Mi comunidad
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,70,Ubicación espacial
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,50,Tradiciones
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,34,Símbolos patrios
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,75,Mi familia
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,43,Mi comunidad
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,42,Ubicación espacial
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,96,Tradiciones
Santiago González Campos,10000013-k,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,35,Símbolos patrios
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,17,Comprensión lectora
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,11,Escritura básica
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,95,Vocales y consonantes
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,42,Palabras frecuentes
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,64,Textos breves
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,89,Comprensión lectora
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,18,Escritura básica
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,55,Vocales y consonantes
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,47,Palabras frecuentes
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,12,Textos breves
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,70,Comprensión lectora
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,70,Escritura básica
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,85,Vocales y consonantes
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,100,Palabras frecuentes
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,11,Textos breves
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,86,Comprensión lectora
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,65,Escritura básica
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,14,Vocales y consonantes
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,7,Palabras frecuentes
Josefa González Alarcón,10000014-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,82,Textos breves
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,prueba,2025-03-05,95,Números 1-20
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,tarea,2025-03-07,55,Suma y resta básica
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,41,Figuras geométricas
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,prueba,2025-04-11,58,Secuencias numéricas
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,tarea,2025-05-13,36,Comparación de cantidades
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,6,Números 1-20
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,prueba,2025-05-17,71,Suma y resta básica
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,tarea,2025-06-19,5,Figuras geométricas
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,51,Secuencias numéricas
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,prueba,2025-06-23,53,Comparación de cantidades
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,prueba,2025-07-04,72,Números 1-20
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,tarea,2025-07-06,52,Suma y resta básica
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,62,Figuras geométricas
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,prueba,2025-08-10,59,Secuencias numéricas
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,tarea,2025-09-12,21,Comparación de cantidades
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,40,Números 1-20
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,prueba,2025-10-16,23,Suma y resta básica
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,tarea,2025-10-18,60,Figuras geométricas
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,75,Secuencias numéricas
Josefa González Alarcón,10000014-8,1ro Básico,A,Matemáticas,prueba,2025-11-22,100,Comparación de cantidades
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,11,Seres vivos
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,41,Plantas y partes
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,45,Cinco sentidos
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,6,Ciclo del agua
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,61,Hábitat de animales
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,43,Seres vivos
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,24,Plantas y partes
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,23,Cinco sentidos
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,58,Ciclo del agua
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,23,Hábitat de animales
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,62,Seres vivos
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,6,Plantas y partes
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,42,Cinco sentidos
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,17,Ciclo del agua
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,88,Hábitat de animales
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,2,Seres vivos
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,28,Plantas y partes
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,33,Cinco sentidos
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,1,Ciclo del agua
Josefa González Alarcón,10000014-8,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,92,Hábitat de animales
Josefa González Alarcón,10000014-8,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,41,Mi familia
Josefa González Alarcón,10000014-8,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,1,Mi comunidad
Josefa González Alarcón,10000014-8,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,6,Ubicación espacial
Josefa González Alarcón,10000014-8,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,57,Tradiciones
Josefa González Alarcón,10000014-8,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,100,Símbolos patrios
Josefa González Alarcón,10000014-8,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,41,Mi familia
